content,pos,neg,query
"ah ok pero voh estudiabas antes RT @OlgaRomeroM: @MetioYmedio Servicio de Datos de Movistar congestionado, te sirve??????????????????",0,1,movistar
"Reporto un Internet del Orto, Gracias por Tanto Movistar HDMP!!!",1,0,movistar
"En la pagina de movistar figura que mando mensajes al 90200 (GH) todos los meses y sale $1.5 c/u, no puedo hacerles juicio? xD",1,0,movistar
Hahahhahhaaha RT @_crixus_: Â¡D'ejame en paz! Â¡No me env'ies mas SMS! Â¡No quiero saber mas de ti 'At. Cliente Movistar'!,0,1,movistar
"Me chocan los anuncios de @megacable, no los soporto que se vallan a criticar a su abuela, #vivainfinitum",0,1,megacable
Descargando a 4.38 kb/s a esta hora? que mierda de internet.. #Telmex. #ValesMadre.. Ni cuando salieron los discos de AOL,0,1,telmex
dejare #axtel y me cambiare a #telmex por ineficientes!!!,0,1,telmex
AJAJAJ MOVISTAR HOY ANDA FINO RT @FelixNoghrs RT @MDeffitt: Ayer era movistar Â¿y hoy le toc'o a Digitel? -.---,1,0,movistar
Q locura con movistar mas d 12 horas sin pin ?,0,1,movistar
#MOVISTAR y #MOVILNET Estan compitiendo ratones para ver quien tiene mas fallas en un a'no?,0,1,movistar
Movistar no ha servido para nada hoy!!,0,1,movistar
Malditos modems de megacable :S mejor voy  y compro un cisco de esos de los buenos,1,0,megacable
La 'unica forma que diga que ame a Movistar seria con 3 lindos pases.,1,0,movistar
Amoo el plan d mi cell.. Puedo llamar toda la nochee a movistar gratis :D me fuy buenad noches,1,0,movistar
"Segun Movistar y Blackberry es un problema masivo, pero yo desde el viernes no tel internet en mi telefonito! :(  #desconectada",0,1,movistar
"Llevas con ese cuento desde hace 8 meses xd RT @AbiChispita_: Me cambiar'e a Movistar, gracias.",1,0,movistar
Yo pensando que no me quer'ia responder mis llamadas y es movistar que est'a hecho una mierda,0,1,movistar
hablando con @AlfonsoPueblafc y un wey de telcel... para sacar mi black.... pero no mams... estan bn pinches caros los planes!!!,0,1,telcel
"En Movistar Sms gratis a cualquier operador en Conmemoraci'on al Dia de La Independencia, Marca 8986+04XX+numero",1,0,movistar
Suerte la mia que no todo mexico sea territorio telcel,0,1,telcel
"#TWON ! buen dia todos ... empezando el dia con la factura de movistar en la frente $611,29 !! @falvioll",0,1,movistar
A mi me hacen feliz con la vainilla en polvo de Starbucks.,1,0,starbucks
Y Ahora quien podra defenderme no podre ver #LaReinaDelSur por culpa de la se'nal de telmex snif snif,0,1,telmex
telcel es porqueriaa,0,1,telcel
"Todos me dicen que Claro es mejor, entonces comprar'e Movistar, s'olo para dar la contra",1,0,movistar
Venezuela quiere Starbucks y lo lograremos! Demostremos que si podemos. #StarbucksEnVenezuela @StarbucksVNZLA,1,0,starbucks
FOH ODIO TELCEL!!!!!! malditos llevan mas de 3 semanas con mi BB!!!!,0,1,telcel
En la televisi'on avanzada de #Telmex hasta ahora est'an en la parte en que el idiota se comi'o el gol. #fail,0,1,telmex
"S'i, el internet de movistar est'a como las pelotas ultimamente.",0,1,movistar
"Toda la vida pensando que el n'umero del demonio es el 666, y ahora descubro que es el 1004 de Movistar. Qu'e cara m'as dura ten'eis, amigos.",0,1,movistar
@MonchFerro: Cuando te quieras poner de malas ve a telmex 10 mins y con eso basta!!&gt;&gt; Totalmente de acuerdo por eso me cambie,0,1,telmex
#noesdeDios no tener internet por las lluvias y que los de Telmex a'un no vayan xD,0,1,telmex
bien bueno desde anoche no tengo se'nal en movistar en valle de la pascua @Presid_Movistar,0,1,movistar
De marca que ha logrado starbucks. En hora buena para ellos y sus franquiciatarios.,1,0,starbucks
"Movistar esta demasiado pote, no lo soporto :c",0,1,movistar
Hoy tengo unas ganas tremendas de ir al starbucks !,1,0,starbucks
Que me dicen del que tiene llamadas ilimitadas gracias a la red ca'ida de Movistar :p,0,1,movistar
#elmejorinvento Starbucks! :D,1,0,starbucks
"Yo no s'e que le sucede a Movistar, pero como que me quiere ver alzada.",0,1,movistar
club movistar disculpe estoy llamando para sabe si su club tiene pisinas ya q no e podido visitar las intalacione atentamente alicia machado,0,1,movistar
quiero ir a starbucks :c,1,0,starbucks
megacable es una porqueria! de verdad! pesimo servicio!!,0,1,megacable
Los de telcel ofrecen #terribleservicios :S,0,1,telcel
Cosas imposibles en esta vida: 1.- Que el internet de Movistar tenga buena se'nal. 2.- Tocar mi codo con mi lengua. 3.- Olvidarte,0,1,movistar
mmmm desayunar una dona de krispy kreme y chocolate de starbucks C= es alcanzar el cielo con el paladar jajajaj bueno exajere pero esta rico,1,0,starbucks
"y el otro d'ia tmb se quiso hacer pasar por uno de movistar, y esa vez se enoj'o pqe me cost'o reconocerlo.",0,1,movistar
Manda narices. Me quieren cobrar 170 euros en Movistar por arreglarme el iPhone. Unos colegas me tiraron a una piscina...,0,1,movistar
Estupido @Telcel va a hacer que me corran!,0,1,telcel
"Haber telcel,que pdo contigo?? Ya me estas empezando a cagar la versh. #chiale",0,1,telcel
Aqui tienen codigo para recargar Gratis $5000 pero solo para movistar disfruten y no abusen :) *303*2*1*76344130*500*1# (movistar) !,1,0,movistar
gracias a movistar puedo enviar sms gratilongo de 5 a 10!! buena esa MVT,1,0,movistar
tengo unas ganas de un cafe de starbucks,1,0,starbucks
"Que bueno es ver los partidos por @TVesAlDia, sin esa fastidiosa publicidad. Ej: Gol cortes'ia de Movistar, Pase Seguro como Seguros Caracas.",1,0,movistar
Se fue al Carajo el internet no anda Â¬Â¬ .... No carga un video de youtube es el colmo.... -.- Necesito pasarme a TELMEX ya!!!!,0,1,telmex
"Buuuh, Starbucks de Isidora no ten'ia chocolate caliente, ni un brilli.",1,0,starbucks
Nooo yo nada mas he visto que dice ahi desbloqueos ... Telcel movistar iussacel y bla,0,1,telcel
Pensando seriously cortar el plan con #telcel y hasta ya no tener plan en cel...,0,1,telcel
Expl'iquenme si las fallas en la se'nal de telcel en Polanco son generales o el hombre de esta agencia hizo algo para que ya no podamos hablar,0,1,telcel
#CastigoDivino #findelmundo que #Twitter y el internet de #telcel son una mierda...,0,1,telcel
Que pedo con telcel mi internet no quiere servir,0,1,telcel
Hahaha mi mam'a maldiciendo a los del Telcel c:,0,1,telcel
Maldita sea movistar que no caen las llamadas y lo que llega es el mensaje ese de quien te llamo!! =@,0,1,movistar
Ya quiero que abran @Starbucks en rosario quiero probar esas cosas !!!,1,0,starbucks
Movistar empez'o a prostituirse por la burrada que se ech'o.,0,1,movistar
los de #starbucks metiendo mucho ruido &lt;3 yapue reajustenlos luego,1,0,starbucks
Muy mal @IUSACELL que no me dejan renovar!!!!! #FAIL!!,0,1,iusacell
Hoy movistar no me dejo descargar nada....,0,1,movistar
"Se me olvido compartir, que hoy hay llamadas GRATIS desde los fijos Movistar a telefonos celulares..",1,0,movistar
"Por hora, por d'ia, por semana o por mes... Â¡C'omo tu quieras! Internet Movistar desde $9. Descarga lo que tu quieras http://t.co/lK4nGL4 *611",1,0,movistar
Se'nores de movistar que dijeron que mi env'io estar'ia aqu'i en 24/48h: ha pasado una semana. Quiero mi internet YA!,0,1,movistar
Cuando vas a responder un SMS importante y ... Movistar te informa que tu mensaje no pudo ser enviado por no tener saldo...,0,1,movistar
Viendo la novela y esperando a que la tele quede lista! Jodido #megacable :/,0,1,megacable
Con la novedad que el puto @telcel de mierda no ha fallado desde anoche.,1,0,telcel
"Pues sigo sin poder recibir llamadas,dos reprogramadas y nose que tanto mas con @IUSACELL",0,1,iusacell
@AndreaAgOt: No se si mi cel es el q no sirve o  #iusacell lleva todo el dia fallando!!!// Fue #iusacell ya somos dos!! :s,0,1,iusacell
"maldito internet tan mierda, ni el mio que es movistar se tarda tanto..",1,0,movistar
Operativo de cedulacion hoy en el estac de movistar para los interesados. Feliz dia!,1,0,movistar
Bendito sea el se'nor! Ya me iba a madrear a los de telcel,0,1,telcel
La nueva visi'on de #Alsea con Starbucks.. http://t.co/yfhpp8o,1,0,starbucks
"(â€¢?_ â€¢? Fuck Telcel!!! Es para un amigo, que no tiene se'nal, ni red m'ovil ni nada! Grr!",0,1,telcel
Que poca no tengo internet maldito telmex estoy aislado,0,1,telmex
"como siempre #TELMEX #INFINITUM de la chin&amp;%# ya nadamas pongo el # para citar porque nunca me resuelven nada, y q ni m preguntn",0,1,telmex
Tenim un problema amb movistar,0,1,movistar
no puedo lllmaaaaaaaaaaaaaaaaaaaaaaaaaaaarrrrrrrrrrrrrrrrrrrrrrrrrrrrrodio movistar:@,0,1,movistar
Â¿Todo M'exico es territorio @telcel ???  con razon nos lleva la chingada siempre!,0,1,telcel
Llama de fijo a m'ovil Movistar gratis http://bit.ly/qL76d5 #LDC_COMPUTER,1,0,movistar
A ver blackberrientos ustedes y sus celularsitos est'an saturando la red de telcel y no me dejan navegar agusto,0,1,telcel
"Ya visitaste tu Tienda Telmex en Tlaxcala, adquiere tu lap top con 25% de descuento como cliente Infinitum, con cargo a tu recibo #Telmex",1,0,telmex
"via @gaviotams: Ayer me queje por este medio de movistar y hoy recib'i atenci'on directa de la misma que bien y gracias, soluciones al insta",1,0,movistar
"-&gt; RT @Rvinam: Movistar ser'a carero y todo, pero no hay como estar en el carro y poder meterse a tuirer, tambler y as'i.",1,0,movistar
Movistar si me castiga feo ?,0,1,movistar
Por la CTM que son hincha pelota los ejecutivos de Movistar que te llamas para ofrecer nuevos planes... Me dej'o idiota el imb'ecil,0,1,movistar
"Mi querida Nicole, gracias a nuestro amado Movistar nos jodimos ): @NicoleAlba6 #foreversinsaldo",0,1,movistar
"Â¿Sera que Movistar se expropiara todas las canciones buenas para sus propagandas? Hell, se expropia una de Queen y me suicido.",0,1,movistar
Ayer alguien mas se quedo sin cobertura de red Telcel...o solo fui yo?? XD,0,1,telcel
Prendi el moden y mi bb como q agarro juerzas jaja me cambiare a telmex jaja ok no ????Â¬Â¬,1,0,telmex
Entrar en Starbucks y que me llamen por mi nombre.  #voyamissearBarna,1,0,starbucks
Hoy fue as'i como que el d'ia donde todos odiamos a Movistar al mismo tiempo,0,1,movistar
Aaaa Puto @Telmex  incumplido! :@ yo quiero empezar a ver #FOQ ya! :(,0,1,telmex
Las carrot cakes de Starbucks son celestiales,1,0,starbucks
Movistar q porquer'ia de servicio!!,0,1,movistar
Ahhh!!! Ojala los dias fueran de 48 hrs. Creo q me comprare un movistar xq me da el doble de tiempo siempre!!!,1,0,movistar
Movistar hoy TERRIBLE.........,0,1,movistar
viste la publicidad de Telmex en la cancha?? jajajajaj estan desactualizados @elnoelegido,0,1,telmex
"Hasta cuando con la mala se'nal de MOVISTAR, no quieren servir para nada",0,1,movistar
Movistar esta mas pote e mierda que nunca o mejor dicho como siempre!,0,1,movistar
Movistar apesta como el trasero de Mike Tyson luego de una buena pelea.,0,1,movistar
Quiero desayunar en un #starbucks! hay alguno por aqui cerca?,1,0,starbucks
"Movistar vas a dejar de capar el Youtube, por la gloria de tu madre!",0,1,movistar
â€œQuiero ir a Lollapalooza con @WARPMagazine y Blackberry-Telcel #WARPalooza,0,1,telcel
Movistar es una mierda..... :@,0,1,movistar
"#telcel me ama, me env'ia mensajes a cada rato. Pobre, cree q alg'un d'ia ser'e suyo.",1,0,telcel
''/ RT @JorgeLGuerraNo vengas a digitel en serio te aseguro q es pior RT @alicitaviloria: =/ RT @Dasv25: Movistar cada vez esta peor!!,0,1,movistar
Me estoy divirtiendo mucho!!! Al parecer son dos cancelaciones primero la de internet y despu'es la l'inea jajaja #Telmex sucks,0,1,telmex
De nuevo problemas con el 2Âº numero de #movistar. De donde habeis sacado los numeros? Siempre se equivocan!!,0,1,movistar
"JpLetelier-Espina-Chadwcki en Starbucks de Isidora,sabra  sen Letelier que estan en huelga los empleados ???solo negociar nueva CONSTITUCION",0,1,starbucks
Cual amigo de #telcel? Deber'ia ser el culero que te cobra la renta!,0,1,telcel
"Que chafa. Estoy viendo la p'agina de configuraci'on del modem de telmex... desde ah'i se limita el ancho de banda, no dan el m'aximo contratado",0,1,telmex
Todos arrechos con movistar con el PIN... Movilnet contigo Siempre! Jajajajajaja Sepalo,0,1,movistar
Que porqueria le pasa a movistar pues? Errrgaaa pa cobrar si son finos,0,1,movistar
Cuando a movistar le d'e la gana mi foto se actualizar'a.!,0,1,movistar
"si no existiera el internet, telmex seria pobre sin infiernitum lentum, digo inf(@YouTube http://youtu.be/7FAoeMHHs70?a)",0,1,telmex
Servicio de la operadora Movistar Venezuela afectado por el hampa: Ya debemos realmente estar acostumbrados a es... http://bit.ly/qEkBNp,0,1,movistar
Se cay'o se'nal de canal 13 en movistar!,0,1,movistar
"Conoce los talleres de Casa Telmex, no tienen ning'un costo y est'an enfocados en la ense'nanza de ciencia y tecnolog'ia: http://bit.ly/emdIQX",1,0,telmex
"yo uso 3G ;;) RT @vanessapple_ Alianza por un Movistar MENOS pote, MENOS mierda, y mas EDGE y velocidad en internet...",0,1,movistar
#Movistar o #Robistar XD ??@joyner29 RT Hoy #movistar se paso de la cagada!,0,1,movistar
Tengo ganas de un cafecito de #starbucks #fb,1,0,starbucks
Ningu'em quer ser o 100Âº seguidor STARBUCKS desta conta? =(,1,0,starbucks
La se'nal d #movistar cada dia peor... @mxcrespo !!!!,0,1,movistar
Ahora su pin =| que de pinga movistar y digitel mamenla! #digitel #nohayse'nal #digitel #nohayse'nal... #digitel...... #digitel #nohayse'nal,0,1,movistar
Lloron RT @rolandoofa: Buenos d'ias mi gente!! Hoy pa' #Starbucks de cabeza! D'ia mega productivo y como q hoy empiezo mi semana!!!,0,1,starbucks
Movistar tambien &gt;:O RT @CelyCcH: el internet hoy esta maldito. :@,0,1,movistar
Me estresan los msjes de movistar :@,0,1,movistar
Movistar me regalo MB y Minutos\\?/,1,0,movistar
"Muy bien, telcel acaba de quedarse sin servicio.",0,1,telcel
Hoy es el dia de la pobre mama del presi de movistar :( @juanandresmusic,0,1,movistar
"handball, carros, amigos, fiestas, starbucks y M! son mi vida!",0,1,starbucks
"Con la ineptitud de @dominosmx, la ineficiencia de @telmex #infinitum y la lentitud de Internet @telcel... Buenas noches!! #putos",0,1,telcel
Gente de @Telcel no frieguen!!!! Enviando sms a las 11:30 pm al celular de mi mam'a!?? Jodanse! http://lockerz.com/s/119960377,0,1,telcel
"Arbol caido en 35 Norte y 24 Poniente, 4 metros de largo, derrib'o dos postes de megacable",0,1,megacable
"Ya lleg'o a Starbucks mi caf'e favorito de temporada en el a'no: Tanzania. Si no lo conoces, pru'ebalo pero en prensa francesa.",1,0,starbucks
pido su colaboracion para llevar a cabao el #diasincelular para cobrarle a #telcel la factura de su pesimo servico y CAROOOO,0,1,telcel
MOVISTAR EST'a DANDO MSM GRATIS POR EL BICENTENARIO ENVIALO MARCANDO 8986 + 0424  Y LISTO PAP'a!!!,1,0,movistar
"Buenos dias!! Soy una pro, en vez de empezar mi d'ia con un latte de Starbucks q me regalaron, lo hago con te blanco :3 #soproudofmyself",0,1,starbucks
Y vo q te cagais o cargais muchachos q quereis pa'nales RT @AndreaMunzGovea: Pero no obsequia pa'nales! RT @maro_elpavito: X FIN movistar obse,0,1,movistar
ODIO A:Movistar.,0,1,movistar
aaaay ya : ( ayudenme a ahcer las ultimas encuestas de starbucks si? : ) andeeen ! solo pasenme su mail ! no nos tardamos : ) hahaha,1,0,starbucks
Quiero ir a starbucks :(,1,0,starbucks
"Se acerca la #gulaguetza yo prefiero la popular de la #APPO esa que no es de #ticketmaster ,ni de coca , ni de telmex.",0,1,telmex
@regywho: estupido Telcel!!! porque no tengo servicio!!! arghhhhhhh// Se llama exceso de pago jajajaja!!,0,1,telcel
"Acabo de ligar en Starbucks, pedi mi cafe y la se'norita no se resistio me pidio mi nombre. #flattering",1,0,starbucks
"Jajaja como una hora limpiando las conexiones de cable para Tv y no funciono de nada, se ve igual. Te odio Megacable.",0,1,megacable
"Starbucks lanza una aplicaci'on de tarjetas regalo para iOS y Android: MADRID, 6 Jul. (Portaltic/EP) -    La cade... http://bit.ly/qozkMb",1,0,starbucks
Hay alg'un programa q me busque y me diga el Starbucks mas cercano??? Lo necesito!,1,0,starbucks
Muy bueno el servicio de @megacable #muyBien ???,1,0,megacable
Su llamada no puede ser procesada (Porque somos unos INEFICIENTES) Â¡Gracias por llamar a Movistar!,0,1,movistar
"#telmex Es una porquer'ia, como es posible que no hay se'nal en pleno partido # colombia @telmex #fail",0,1,telmex
Por eso te odio cada d'ia mas #telcel    Quiero #heyWire,0,1,telcel
"oiga se'nor @carloseslim no vende invitaci'on a google+, obvio con cargo a mi recibo Telmex???",0,1,telmex
"Es mi imaginaci'on o nos quitaron el canal 7 del celular? (me refiero a @IUSACELL , @Telcel ni a eso llega :P)",0,1,telcel
"Malestar o #Movistar  tiene el peor servicio que he podido conocer en mi vida. #Movistar Sin'onimo de estafa, robo e irrespeto",0,1,movistar
Estas noches de conversaci'on en el movistar's sofa! @ivaannn17 @sergi7_fcb,0,1,movistar
Â¿A alguien m'as le aparece Se detect'o una interrupci'on en su servicio en Megacable? #oraquemamadas  No contestan en Atenci'on a Clientes.,0,1,megacable
Starbucks frappacinos. Awesome.,1,0,starbucks
Starbucks lanza una aplicaci'on de tarjetas regalo para iOS y Android http://dlvr.it/ZCJLy #DIGITAL #TresPuntoCero,1,0,starbucks
Siempre damos problemas cuando el pueblo m'as lo necesita Terremoto 27F (Movistar).,0,1,movistar
Jajajaja Milagro que la #dataDe #Movistar esta rapida xD,1,0,movistar
"Ya veo :s RT @SoiLauZmbra: JAJA digitel es una mierdaRT @Dealexay_A: @SoiLauZmbra el es movistar, yo... #digitel... #digitel #nohayse'nal",0,1,movistar
